product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,manufacturing_cost,price_to_cost_ratio,estimated_units_sold,brand,brand_tier,category_complexity,price_segment,seasonal_relevance,is_new_release,value_ratio,price_elasticity,category_median_price,price_to_category_median_ratio,brand_avg_price,price_to_brand_avg_ratio,rating_x_count,discount_to_margin_ratio,premium_complexity,Unnamed: 25,Unnamed: 26
"Dell KM3322W Wireless USB Keyboard and Mouse Combo, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advance Exchange Warranty - Black",Computers,1399.0,2498.21,44,4.1,11834,1162.41,1.2,79380,Dell,1.0,0.9,1.0,0.5,0.0,2.9307,34.9272,949.0,1.4741833508956796,1595.6666666666667,0.876749529977021,48519.399999999994,3.6663611365719526,0.9,,
"Zebronics USB Keyboard with Rupee Key, USB Interface and Retractable Stand - K20",Computers,299.0,343.68,13,3.8,2689,185.22,1.61,14878,Zebronics,0.0,0.9,0.0,0.5,0.0,12.709,1.9341,949.0,0.3150684931506849,522.2692307692307,0.5725016569703218,10218.199999999999,0.8074032668778336,0.0,,
Zebronics Zeb-Companion 107 USB Wireless Keyboard and Mouse Set with Nano Receiver (Black),Computers,599.0,998.33,40,3.4,19693,569.05,1.05,81867,Zebronics,0.0,0.9,1.0,0.5,0.0,5.6761,32.7468,949.0,0.631190727081138,522.2692307692307,1.146918035201414,66956.2,3.80916103228264,0.0,,
"Portronics Ki-Pad 3 USB Wired Keyboard with Large Keycaps, Noise-Free Typing, Fn Multimedia Hotkeys, Full-Size Layout with Num Pad, Ergonomic Design, 1.5m USB Cable, for Laptop, PC, Mac (Pink)",Computers,499.0,998.0,50,4.1,560,372.77,1.34,3174,Noise,0.0,0.9,0.0,0.5,0.0,8.2164,1.587,949.0,0.5258166491043204,1619.0,0.3082149474984558,2296.0,3.7310648459070217,0.0,,
"Dr Luxur® Brute Wired Mechancial Keyboard, Anti ghosting Gaming Keyboard, OUTEMU Linear Red Switches, with 107 Keys, 20 Lighting Modes and 50 Million keystrokes, Wired (Black and White, Red Switch)",Computers,2989.0,6642.22,55,4.1,25,2839.55,1.05,148,Generic,0.0,0.9,2.0,0.5,0.0,1.3717,0.0814,949.0,3.149631190727081,1639.7894736842106,1.8227949672615225,102.49999999999999,5.2375964193886295,0.0,,
AULA S99 3 in 1 World's First Silicon Membrane Gaming Keyboard | Bluetooth/2.4GHz/USB-C Balls Keycap Keybaord with Knob | Programmable RGB Backlit Gaming Keyboard for PC/Xbox/PS5 (Purple),Computers,1999.0,2983.58,33,3.7,52,1434.9,1.39,256,AULA,0.0,0.9,2.0,0.5,0.0,1.8509,0.0845,949.0,2.1064278187565857,1999.0,1.0,192.4,2.3739299330983386,0.0,,
"Zebronics Transformer Gaming Keyboard and Mouse Combo,Braided Cable,Durable Al body,Multimedia keys and Gaming Mouse with 6 Buttons, Multi-Color LED Lights, High-Resolution Sensor with 3200 DPI(Black)",Computers,1299.0,2405.56,46,4.2,33572,1032.88,1.26,133446,Zebronics,0.0,0.9,1.0,0.5,0.0,3.2333,61.3852,949.0,1.368809272918862,522.2692307692307,2.4872229177406293,141002.4,3.650503928259662,0.0,,
"Portronics Key7 Combo Wireless Keyboard & Mouse Set with Copilot AI, 2.4 GHz USB Receiver, 10m Range, 12 Shortcut Keys, Adjustable DPI (Up to 1600), 10M Key Life for PC, Laptop, Mac(Grey+Orange)",Computers,949.0,2019.15,53,3.9,16133,901.55,1.05,88162,Portronics,0.0,0.9,1.0,0.5,0.0,4.1096,46.7259,949.0,1.0,596.45,1.5910805599798807,62918.7,5.047138367774498,0.0,,
"Acer Clearview Curved Transparent Wireless Rechargeable Keyboard I Dual Connection Bluetooth + 2.4 G I Multi-Device Connection with 3 Bluetooth Connect I Supports iOS, Android, Windows, MAC System",Computers,1999.0,3998.0,50,4.3,13,1899.05,1.05,44,Acer,0.0,0.9,2.0,0.5,0.0,2.1511,0.022,949.0,2.1064278187565857,4038.0,0.4950470529965329,55.9,4.7614512903533,0.0,,
"Ant Esports MK700 V2 Membrane TKL Wired Gaming Keyboard, 87 UV Coated Mechanical feel Keys Cool RGB Backlight Waterproof Keyboard for PC Laptop Mobile Tablets Gaming, Design and Work Mercury White",Computers,579.0,1996.55,71,4.0,110,550.05,1.05,318,Ant,0.0,0.9,0.0,0.5,0.0,6.9085,0.2258,949.0,0.6101159114857745,632.5714285714286,0.9153116531165312,440.0,6.761260832301686,0.0,,
"Ant Esports MK 1700 Wired Membrane Gaming Keyboard –with Backlit RGB LED, USB-A Connection, Quiet Keystrokes, 12 Multimedia Function Keys - for Computer, PC, Desktop, Gamer– 1 Year Warranty–Mercury",Computers,549.0,1193.48,54,4.0,2386,478.96,1.15,15377,Ant,0.0,0.9,0.0,0.5,0.0,7.286,8.3036,949.0,0.5785036880927292,632.5714285714286,0.8678861788617886,9544.0,4.695243891835493,0.0,,
"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers,1495.0,2105.63,29,4.2,10752,1057.85,1.41,64444,Logitech,0.0,0.9,2.0,0.5,0.0,2.8094,18.6888,949.0,1.5753424657534247,1487.9333333333334,1.0047493167256598,45158.4,2.0565917310829023,0.0,,
Amazon Basics USB Wireless Keyboard and Mouse Set with Nano Receiver,Computers,599.0,1393.02,57,3.6,1466,569.05,1.05,7661,Amazon,0.0,0.9,1.0,0.5,0.0,6.01,4.3668,949.0,0.631190727081138,599.0,1.0,5277.6,5.428054471002762,0.0,,
EvoFox Deathray RGB Gaming Keyboard | 16 Million True Prism Colors | 7 Backlight Effects and 1 Custom Effect | Silent Membrane Keys | 19 Anti Ghosting and Windows Lock Key | Braided Cable | (Black),Computers,799.0,1507.55,47,4.2,1196,759.05,1.05,7696,EvoFox,0.0,0.9,1.0,0.5,0.0,5.2566,3.6171,949.0,0.8419388830347735,717.0,1.114365411436541,5023.2,4.475764212932102,0.0,,
Lapcare D-Lite Plus Wired Mini Keyboard with Chocolate Keys (Silver),Computers,499.0,702.82,29,3.9,265,324.65,1.54,1025,Lapcare,0.0,0.9,0.0,0.5,0.0,7.8156,0.2973,949.0,0.5258166491043204,499.0,1.0,1033.5,1.8829946107395623,0.0,,
"Drluxur Shadow Pro 60% Wired Anti-ghosting Gaming Keyboard, 68 Keys Compact Mechanical Keyboard, Hot Swappable OUTEMU Red/Blue Switch, 24 Lighting Modes, USB C Cable (Shadow Pro - Red/Blue Switch)",Computers,2890.0,7225.0,60,4.3,13,2745.5,1.05,57,Drluxur,0.0,0.9,2.0,0.5,0.0,1.4879,0.0342,949.0,3.045310853530032,2890.0,1.0,55.9,5.71374154842396,0.0,,
"Kreo Swarm 75% Wireless Mechanical Keyboard with Huano Brown Pre-lubed Switches, Wireless Gaming Keyboard with 5-pin Hot Swap PCB and 3 Layers Sound Absorption (White Purple, Huano Speed Switches)",Computers,5798.0,23192.0,75,4.5,101,5508.1,1.05,468,Kreo,0.0,0.9,2.0,0.5,0.0,0.7761,0.351,949.0,6.109589041095891,4443.909090909091,1.304707157907657,454.5,7.14217693552995,0.0,,
"Scriveiner Black Lacquer Ballpoint Pen – Stunning Award-Winning Luxury Pen, Schmidt Black Refill, Best Ball Pen Gift Set for Men & Women, Professional Executive Office, Nice Fancy Designer Pens",Coloring & Art Supplies,3439.0,3998.84,14,4.7,8929,1238.09,2.78,33486,Scriveiner,0.0,0.2,0.0,0.5,0.0,1.3667,4.688,,,,,41966.3,0.5035790079493544,0.0,,
"Portronics Toad 14 Wireless Mouse, 2.4 GHz with USB Nano Dongle, up to 1400 Adjustable DPI and Dual-Function Scroll Wheel for Laptops, PCs, MacBooks (Black)",Computers,329.0,498.48,34,3.8,138,312.55,1.05,723,Portronics,0.0,0.9,1.0,0.5,0.0,11.5502,0.2458,949.0,0.3466807165437302,596.45,0.5515969486126246,524.4,3.237786877440244,0.0,,
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Charcoal Grey",Computers,695.0,1287.04,46,4.3,41740,660.25,1.05,162732,Logitech,0.0,0.9,2.0,0.5,0.0,6.1871,74.8567,949.0,0.7323498419388831,1487.9333333333334,0.4670908194811595,179482.0,4.3805351871250355,0.0,,
"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",Computers,249.0,300.0,17,3.8,7469,143.88,1.73,30897,ZEBRONICS,0.0,0.9,0.0,0.5,0.0,15.261,5.2525,949.0,0.2623814541622761,729.1,0.3415169386915375,28382.199999999997,0.9826021617247557,0.0,,
"ZEBRONICS PHERO Wired Gaming Mouse with up to 1600 DPI, Rainbow LED Lights, DPI Switch, High Precision, Plug & Play, 4 Buttons",Computers,390.0,402.06,3,4.0,1764,193.77,2.01,7365,ZEBRONICS,0.0,0.9,1.0,0.5,0.0,10.2564,0.2209,949.0,0.410958904109589,729.1,0.5349060485530105,7056.0,0.1492463061539227,0.0,,
"Logitech M186 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop",Computers,495.0,1207.32,59,4.3,77147,470.25,1.05,352886,Logitech,0.0,0.9,2.0,0.5,0.0,8.6869,208.2027,949.0,0.5216016859852476,1487.9333333333334,0.3326761951700345,331732.1,5.618512522616894,0.0,,
"iClever Bluetooth Mouse MD172, Wireless Mouse Dual Mode(Bluetooth+USB), Multi-Devices Ergonomic Mouse with 5 Adjustable DPI and 7 Buttons, Rechargeable Silent Mice for Laptop/iPad/MacBook/Tablet/PC",Computers,2499.0,4030.65,38,4.1,2094,2237.31,1.12,8172,Generic,0.0,0.9,2.0,0.5,0.0,1.6407,3.1054,949.0,2.6332982086406744,1639.7894736842106,1.5239761201694697,8585.4,3.392554236228908,0.0,,
"Dell MS116 Wired Optical Mouse, 1000DPI, LED Tracking, Scrolling Wheel, Plug and Play",Computers,309.0,643.75,52,4.4,42695,293.55,1.05,169218,Dell,1.0,0.9,1.0,0.5,0.0,14.2395,87.9934,949.0,0.3256059009483667,1595.6666666666667,0.1936494673072905,187858.00000000003,4.951909341967432,0.9,,
"Portronics Toad 23 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, Optical Orientation, Click Wheel, Adjustable DPI(Black)",Computers,299.0,598.0,50,4.0,12012,262.09,1.14,52671,Portronics,0.0,0.9,0.0,0.5,0.0,13.3779,26.3355,949.0,0.3150684931506849,596.45,0.501299354514209,48048.0,4.385580212262083,0.0,,
"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac",Computers,139.0,248.21,44,3.9,11122,116.11,1.2,57852,Zebronics,0.0,0.9,0.0,0.5,0.0,28.0576,25.4549,949.0,0.1464699683877766,522.2692307692307,0.2661462552470727,43375.799999999996,3.6663611365719526,0.0,,
"Arctic Fox Pureview Transparent Wireless and Bluetooth Rechargeable Mouse, USB Receiver,LED Battery Magic Silm for Office/PC/Mac/Laptop/Apple/ipad(Space Gray)",Computers,599.0,1618.92,63,4.3,3067,569.05,1.05,20594,Apple,2.0,0.9,2.0,0.5,0.0,7.1786,12.9742,949.0,0.631190727081138,690.6666666666666,0.8672779922779923,13188.1,5.999428625845158,1.8,,
HP M070 Ergonomic Wired Mouse/ 1.5M USB Cable/Optical Engine/Accurate Positioning/ 1600 DPI with Adjustable DPI 1000-1200/3 Years Warranty,Computers,299.0,695.35,57,4.2,63442,284.05,1.05,224638,HP,1.0,0.9,0.0,0.5,0.0,14.0468,128.0437,949.0,0.3150684931506849,595.4285714285714,0.5021593090211133,266456.4,5.428054471002762,0.9,,
"Portronics Toad One Bluetooth Mouse with 2.4 GHz & BT 5.3 Dual Wireless, 6 Buttons, Rechargeable, RGB Lights, Connect 3 Devices, Ergonomic Design for Laptop, Smartphone, Tablet (White)",Computers,799.0,1507.55,47,4.2,3507,759.05,1.05,13959,Portronics,0.0,0.9,2.0,0.5,0.0,5.2566,6.5607,949.0,0.8419388830347735,596.45,1.339592589487803,14729.400000000001,4.475764212932102,0.0,,
"Logitech M196 Bluetooth Wireless Mouse, Compact and Portable Mouse for Laptops, Tablets and More, 12-Month Battery, Smooth Tracking, Compatible with PC and Mac, Windows and macOS - Graphite",Computers,1125.0,1308.14,14,3.9,41,876.2,1.28,342,Logitech,0.0,0.9,2.0,0.5,0.0,3.4667,0.0479,949.0,1.1854583772391991,1487.9333333333334,0.7560822617500784,159.9,1.0936645574564487,0.0,,
"Ant Value OM120 Wired Optical Mouse, 1000 DPI, 3ft Cable, Easy and Accurate Scroll Button, Optical Sensor Computer Mouse, Left and Right-Hand Use for Laptop, PC, Mac Notebook and Linux-Matte Black",Computers,89.0,494.44,82,3.6,504,84.55,1.05,2478,Ant,0.0,0.9,0.0,0.5,0.0,40.4494,2.032,949.0,0.0937829293993677,632.5714285714286,0.1406955736224029,1814.4,7.8087801161794115,0.0,,
"ZEBRONICS Blanc Slim Wireless Mouse with Rechargeable Battery, BT + 2.4GHz, 4 Buttons, 800/1200/1600 DPI, Silent Operation, Multicolor LED Lights",Computers,479.0,798.33,40,3.9,518,455.05,1.05,2387,ZEBRONICS,0.0,0.9,1.0,0.5,0.0,8.142,0.9548,949.0,0.5047418335089568,729.1,0.6569743519407488,2020.2,3.80916103228264,0.0,,
"ZEBRONICS Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Light Blue+Grey)",Computers,299.0,1196.0,75,3.9,10520,284.05,1.05,52272,ZEBRONICS,0.0,0.9,0.0,0.5,0.0,13.0435,39.204,949.0,0.3150684931506849,729.1,0.4100946372239747,41028.0,7.14217693552995,0.0,,
EvoFox Starter Series Spectre USB Wired Gaming Mouse with Upto 3600 DPI Gaming Sensor | 6 Buttons Design | Upto 7 Million Clicks | 7 Colours Rainbow Lighting with Breathing Effect | 1.5m Braided Cable (White),Computers,389.0,793.88,51,4.4,1383,309.29,1.26,4853,EvoFox,0.0,0.9,1.0,0.5,0.0,11.3111,2.475,949.0,0.4099051633298208,717.0,0.5425383542538355,6085.200000000001,4.047297833505278,0.0,,
"Portronics Toad One Bluetooth Mouse with 2.4 GHz & BT 5.3 Dual Wireless, 6 Buttons, Rechargeable, RGB Lights, Connect 3 Devices, Ergonomic Design for Laptop, Smartphone, Tablet (Black)",Computers,549.0,1483.78,63,4.2,3507,521.55,1.05,14327,Portronics,0.0,0.9,2.0,0.5,0.0,7.6503,9.026,949.0,0.5785036880927292,596.45,0.920445972001006,14729.400000000001,5.999428625845158,0.0,,
"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",Computers,269.0,507.55,47,4.4,30250,255.55,1.05,137975,Lenovo,1.0,0.9,0.0,0.5,0.0,16.3569,64.8482,949.0,0.2834562697576396,969.0,0.2776057791537668,133100.0,4.475764212932102,0.9,,
"ZEBRONICS Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",Computers,299.0,1196.0,75,3.9,10520,284.05,1.05,39442,ZEBRONICS,0.0,0.9,0.0,0.5,0.0,13.0435,29.5815,949.0,0.3150684931506849,729.1,0.4100946372239747,41028.0,7.14217693552995,0.0,,
"Portronics Vader Pro Wireless Gaming Mouse with 2.4 GHz Receiver, 6 Buttons, Thumb Support, High-Precision Tracking, Ergonomic Comfort, Adjustable Optical DPI for Laptop, PC, Mac (Midnight Black)",Computers,449.0,2040.91,78,4.0,542,426.55,1.05,2754,Portronics,0.0,0.9,1.0,0.5,0.0,8.9087,2.1481,949.0,0.4731296101159115,596.45,0.7527873250062871,2168.0,7.427864012951148,0.0,,
"V-CUBE Designs Premium Vegan Leather Desk Mat 90X45cm 2.4mm Thick&Padded|Laptop Mat/Extended Mouse Pad/Stitched, Reversible, Sturdy Deskspread with High Tear/Peel Strength|Anti-Slip,Splash-Proof|Blue",Computers,799.0,2496.88,68,4.4,458,759.05,1.05,2011,V-CUBE,0.0,0.9,2.0,0.5,0.0,5.5069,1.3675,949.0,0.8419388830347735,799.0,1.0,2015.2000000000003,6.475573754880488,0.0,,
"boAt Airdopes 91 Prime, 45HRS Battery, 13mm Drivers, Metallic Finish, Low Latency,ENx Tech, Fast Charge, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Midnight Black)",Audio,899.0,3908.7,77,3.5,4758,854.05,1.05,16560,Boat,0.0,0.7,0.0,0.5,0.0,3.8932,12.7512,774.0,1.1614987080103358,759.5535714285714,1.1835899847184672,16653.0,7.332634987144082,0.0,,
"boAt Airdopes 141, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Bold Black)",Audio,1098.0,4575.0,76,3.8,164950,1043.1,1.05,740463,Boat,0.0,0.7,0.0,0.5,0.0,3.4608,562.7519,774.0,1.4186046511627908,759.5535714285714,1.4455859880098743,626810.0,7.237405961337016,0.0,,
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [ Misty Grey ]",Audio,1599.0,2284.29,30,4.2,22962,1199.19,1.33,75209,OnePlus,0.0,0.7,2.0,0.5,0.0,2.6266,22.5627,774.0,2.065891472868217,1341.857142857143,1.1916320664324496,96440.40000000001,2.255469513570408,0.0,,
"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray",Audio,1999.0,2815.49,29,4.1,2863,1899.05,1.05,15985,Noise,0.0,0.7,2.0,0.5,0.0,2.051,4.6357,774.0,2.582687338501292,1505.060606060606,1.3281857168743834,11738.3,2.761641748404914,0.0,,
"HP H150 Wireless Earbuds, Bluetooth connectivity, Digital Active Noise Cancelation, 7 Hours of Playtime, Fingerprint Touch, IPX3 Water-Resistant Design, 1-Year Limited Warranty, Blue, A20QBAA",Audio,549.0,2495.45,78,2.8,157,521.55,1.05,580,HP,1.0,0.7,0.0,0.5,0.0,5.1002,0.4524,774.0,0.7093023255813954,603.75,0.9093167701863354,439.59999999999997,7.427864012951148,0.7,,
"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 min=200 min), 13mm Driver,Low Latency, BT v5.2 (Mint Green)",Audio,1099.0,3545.16,69,3.9,25086,1044.05,1.05,97716,Noise,0.0,0.7,1.0,0.5,0.0,3.5487,67.424,774.0,1.4198966408268734,1505.060606060606,0.7302031529989732,97835.4,6.570802780687554,0.0,,
"Noise Buds N1 in-Ear True Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency(Up to 40 Ms), Instacharge(10 Min=120 Min), BT V5.3(Carbon Black)",Audio,899.0,3457.69,74,4.1,9126,854.05,1.05,29787,Noise,0.0,0.7,0.0,0.5,0.0,4.5606,22.0424,774.0,1.1614987080103358,1505.060606060606,0.5973181388044376,37416.6,7.046947909722884,0.0,,
"Noise Newly Launched Buds Trooper in Ear True Wireless Earbuds with 45H of Playtime, Quad Mic with Enc, 13Mm Driver, Ultra Low Latency(Up to 40 Ms), Instacharge(10 Min=150 Min), BT V5.3(Storm Grey)",Audio,799.0,2959.26,73,3.8,3394,759.05,1.05,12368,Noise,0.0,0.7,0.0,0.5,1.0,4.7559,9.0286,774.0,1.0322997416020672,1505.060606060606,0.5308756317071698,12897.199999999999,6.9517188839158175,0.0,,
"realme Buds T110 Bluetooth Truly Wireless in Ear Earbuds with mic, AI ENC for Calls, Google Fast Pair, 38 Hours Total Playback with Fast Charging and Low Latency Gaming Mode (Punk Black)",Audio,1499.0,2998.0,50,4.0,24681,1027.26,1.46,72054,Realme,0.0,0.7,1.0,0.5,0.0,2.6684,36.027,774.0,1.9366925064599483,1632.3333333333333,0.9183173371451909,98724.0,3.4244229847270735,0.0,,
"realme Buds T110 Bluetooth Truly Wireless in Ear Earbuds with mic, AI ENC for Calls, Google Fast Pair, 38 Hours Total Playback with Fast Charging and Low Latency Gaming Mode (Jazz Blue)",Audio,1499.0,2998.0,50,4.0,24681,1104.12,1.36,83431,Realme,0.0,0.7,1.0,0.5,0.0,2.6684,41.7155,774.0,1.9366925064599483,1632.3333333333333,0.9183173371451909,98724.0,3.676200279391221,0.0,,
"boAt Nirvana Space, 360º Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Cosmic Black)",Audio,2099.0,8073.08,74,4.0,3318,1994.05,1.05,9561,Boat,0.0,0.7,2.0,0.5,0.0,1.9057,7.0751,774.0,2.7118863049095605,759.5535714285714,2.76346538145057,13272.0,7.046947909722884,0.0,,
"boAt Airdopes 163 in Ear Earbuds with 40 HRS Battery, Fast Charge, 13mm Drivers, IPX5, Quick Touch Response Control (Active Black)",Audio,999.0,2497.5,60,3.8,92,859.43,1.16,272,Boat,0.0,0.7,0.0,0.5,0.0,3.8038,0.1632,774.0,1.2906976744186047,759.5535714285714,1.3152462677794756,349.59999999999997,5.171967933798811,0.0,,
"Boult Audio Z20 Pro Truly Wireless Bluetooth Ear Buds with 60H Playtime, 4 Mics Clear Calling, 45ms Low Latency, Rich Bass Drivers, Touch Controls, IPX5 TWS Earbuds Bluetooth Wireless (Powder Blue)",Audio,1099.0,6105.56,82,4.0,3483,1044.05,1.05,12338,Boult,0.0,0.7,1.0,0.5,0.0,3.6397,10.1172,774.0,1.4198966408268734,865.6666666666666,1.2695417789757413,13932.0,7.8087801161794115,0.0,,
"boAt Airdopes Atom 81 Pro, 100Hrs Battery, 4Mics ENx Tech, 50ms Low Latency, 13mm Drivers, Fast Charge, IPX5, v5.1 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Obsidian Noir)",Audio,899.0,3908.7,77,3.3,3208,854.05,1.05,12589,Boat,0.0,0.7,0.0,0.5,0.0,3.6707,9.6935,774.0,1.1614987080103358,759.5535714285714,1.1835899847184672,10586.4,7.332634987144082,0.0,,
"JBL Vibe Beam in-Ear Wireless Earbuds (TWS) with Mic,App for Customized Extra Bass Eq,32 Hours Battery&Quick Charge,Ip54 Water&Dust Resistance,Ambient Aware&Talk-Thru,Google Fastpair (Black)",Audio,2499.0,5950.0,58,3.7,13184,2374.05,1.05,41298,JBL,1.0,0.7,2.0,0.5,0.0,1.4806,23.9528,774.0,3.2286821705426356,789.0,3.167300380228137,48780.8,5.523283496809828,0.7,,
"realme Buds T310 True Wireless in-Ear Earbuds with 46dB Hybrid ANC, 360° Spatial Audio, 12.4mm Dynamic Bass Driver, Upto 40Hrs Battery and Fast Charging (Vibrant Black)",Audio,1899.0,4040.43,53,4.1,9930,1550.29,1.22,36612,Realme,0.0,0.7,2.0,0.5,0.0,2.159,19.4044,774.0,2.453488372093023,1632.3333333333333,1.1633653257096181,40713.0,4.343906237193673,0.0,,
amazon basics TWS in-Ear Earbuds (AB-T10) with Fast Charging up to 50 Hours of Playtime | Dual 10mm Driver | IPX4 Water-Resistance | Bluetooth 5.3 | Charging Case with Mic | Touch Control (Black),Audio,599.0,2495.83,76,3.8,320,569.05,1.05,1003,Generic,0.0,0.7,0.0,0.5,0.0,6.3439,0.7623,774.0,0.7739018087855297,665.6666666666666,0.899849774661993,1216.0,7.237405961337016,0.0,,
"soundcore by Anker R50i VI True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Customization via App",Audio,1299.0,2239.66,42,4.4,32427,1234.05,1.05,173058,Generic,0.0,0.7,1.0,0.5,0.0,3.3872,72.6844,774.0,1.678294573643411,665.6666666666666,1.9514271407110668,142678.80000000002,3.999619083896772,0.0,,
"Sony WF-C510 Truly Wireless Bluetooth Earbuds with Mic, TWS, Up to 22 Hours Battery, in Ear, Ambient Sound Mode, Small and Comfortable, IPX4- Black",Audio,4489.0,8978.0,50,3.9,656,4264.55,1.05,3993,Sony,2.0,0.7,2.0,0.5,0.0,0.8688,1.9965,774.0,5.799741602067184,4489.0,1.0,2558.4,4.7614512903533,1.4,,
"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3 Bluetooth Earbuds, TWS in Ear Earbuds Wireless Earphones with mic (Dusk Blue)",Audio,1099.0,4995.45,78,3.5,1507,1044.05,1.05,3970,Boat,0.0,0.7,1.0,0.5,0.0,3.1847,3.0966,774.0,1.4198966408268734,759.5535714285714,1.4469025508404842,5274.5,7.427864012951148,0.0,,
"OnePlus Buds 3 in Ear TWS Bluetooth Earbuds with Upto 49dB Smart Adaptive Noise Cancellation,Hi-Res Sound Quality,Sliding Volume Control,10mins for 7Hours Fast Charging with Upto 44Hrs Playback(Gray)",Audio,4699.0,6526.39,28,4.3,6234,2766.07,1.7,33590,Noise,0.0,0.7,2.0,0.5,0.0,0.9151,9.4052,774.0,6.071059431524548,1505.060606060606,3.122133408500614,26806.199999999997,1.646961943415093,0.0,,
"boAt Airdopes 300, Cinematic Spatial Audio, 50HRS Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Gunmetal Black)",Audio,1299.0,6495.0,80,3.8,3013,1234.05,1.05,10092,Boat,0.0,0.7,1.0,0.5,0.0,2.9253,8.0736,774.0,1.678294573643411,759.5535714285714,1.7102151169625015,11449.4,7.61832206456528,0.0,,
"boAt Airdopes Loop OWS Earbuds w/Clip-On Fit, Air Conduction Tech, 50HRS Battery, 4Mics ENx, Dual EQ Modes, 12mm Drivers, 40ms Latency,ASAP Charge,OWS Ear Buds Earphones(Lavender Mist)",Audio,1999.0,7996.0,75,3.0,558,1899.05,1.05,1865,Boat,0.0,0.7,2.0,0.5,0.0,1.5008,1.3987,774.0,2.582687338501292,759.5535714285714,2.6318090983895615,1674.0,7.14217693552995,0.0,,
"Western Digital WD 5TB My Passport Portable Hard Disk Drive, USB 3.0 with Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",Computers,12299.0,20162.3,39,4.4,50728,9894.43,1.24,416604,Western,0.0,0.9,2.0,0.5,0.0,0.3578,162.4756,949.0,12.95995785036881,8156.142857142857,1.5079431804249208,223203.2,3.1449076687363924,0.0,,
"Seagate One Touch 2Tb External HDD with Password Protection Black, for Windows and Mac, with 3 Yr Data Recovery Services (Stky2000400), USB",Computers,7449.0,10954.41,32,4.4,5029,5969.51,1.25,47755,Seagate,0.0,0.9,1.0,0.5,0.0,0.5907,15.2816,949.0,7.8493150684931505,8661.5,0.8600126998787739,22127.600000000002,2.5597952163826894,0.0,,
"Seagate Expansion 2TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM2000400)",Computers,7249.0,8733.73,17,4.4,30410,3371.85,2.15,281337,Seagate,0.0,0.9,1.0,0.5,0.0,0.607,47.8273,949.0,7.638566912539515,8661.5,0.836922011198984,133804.0,0.7906608994930467,0.0,,
